~0~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
39786,flightstats,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 11:55 AM,,2011-12-18 3:15 PM,2011-12-18 3:07 PM,
39787,quicktrip,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 11:55 AM,,2011-12-18 3:15 PM,2011-12-18 3:07 PM,
39788,world-flight-tracker,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 11:55 AM,,2011-12-18 3:15 PM,2011-12-18 3:07 PM,
39789,flightview,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,~Terminal 8 - 42~,3:15 PM_ Dec 18,3:07 PM_ Dec 18,~Terminal 4 - 46A~
39790,panynj,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,~Terminal 8 - 42~,3:15 PM_ Dec 18,3:07 PM_ Dec 18,~Terminal 4 - 46A~
39791,gofox,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,,3:15 PM_ Dec 18,3:07 PM_ Dec 18,
39792,foxbusiness,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,~Terminal 8 - 42~,3:15 PM_ Dec 18,3:07 PM_ Dec 18,~Terminal 4 - 46A~
39793,allegiantair,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,~Terminal 8 - 42~,3:15 PM_ Dec 18,3:07 PM_ Dec 18,~Terminal 4 - 46A~
39794,boston,~AA-3-JFK-LAX~,12:00 PM_ Dec 18,12:15 PM_ Dec 18,,3:15 PM_ Dec 18,2:51 PM_ Dec 18,
39795,travelocity,~AA-3-JFK-LAX~,Dec 18 - 12:00noon,Dec 18 - 11:55am,42/8,Dec 18 - 3:15pm,Dec 18 - 3:07pm,46A/T4
39796,orbitz,~AA-3-JFK-LAX~,12:00pDec 18,11:55aDec 18,42,3:15pDec 18,3:07pDec 18,46A
39797,weather,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 12:15 PM,,2011-12-18 03:15 PM,2011-12-18 02:49 PM,
39798,usatoday,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 12:15 PM,,2011-12-18 03:15 PM,2011-12-18 02:49 PM,
39799,mytripandmore,~AA-3-JFK-LAX~,12:00pDec 18,11:55aDec 18,42,3:15pDec 18,3:07pDec 18,46A
39800,flightarrival,~AA-3-JFK-LAX~,2011-12-18 12:00 PM,2011-12-18 11:55 AM,,2011-12-18 3:15 PM,2011-12-18 3:07 PM,
39815,flightview,AA-431-MIA-SFO,8:35 AM_ Dec 18,8:47 AM_ Dec 18,D40,11:50 AM_ Dec 18,11:24 AM_ Dec 18,~Terminal 2 - 57~
39816,panynj,AA-431-MIA-SFO,8:35 AM_ Dec 18,8:47 AM_ Dec 18,D40,11:50 AM_ Dec 18,11:24 AM_ Dec 18,~Terminal 2 - 57~
39818,foxbusiness,AA-431-MIA-SFO,8:35 AM_ Dec 18,8:47 AM_ Dec 18,D40,11:50 AM_ Dec 18,11:24 AM_ Dec 18,~Terminal 2 - 57~
39819,allegiantair,AA-431-MIA-SFO,8:35 AM_ Dec 18,8:47 AM_ Dec 18,D40,11:50 AM_ Dec 18,11:24 AM_ Dec 18,~Terminal 2 - 57~
39841,flightview,CO-1586-IAH-MCO,7:00 PM_ Dec 18,,~Term C - C30~,10:12 PM_ Dec 18,10:36 PM_ Dec 18,Term B - 33
39842,panynj,CO-1586-IAH-MCO,7:00 PM_ Dec 18,,~Term C - C30~,10:12 PM_ Dec 18,10:36 PM_ Dec 18,Term B - 33
39844,foxbusiness,CO-1586-IAH-MCO,7:00 PM_ Dec 18,,~Term C - C30~,10:12 PM_ Dec 18,10:36 PM_ Dec 18,Term B - 33
39845,allegiantair,CO-1586-IAH-MCO,7:00 PM_ Dec 18,,~Term C - C30~,10:12 PM_ Dec 18,10:36 PM_ Dec 18,Term B - 33
39946,flightview,AA-204-LAX-MCO,11:25 PM_ Dec 18,,~Terminal 4 - 47A~,6:55 AM_ Dec 19,,TBA
39947,panynj,AA-204-LAX-MCO,11:25 PM_ Dec 18,,~Terminal 4 - 47A~,6:55 AM_ Dec 19,,TBA
39949,foxbusiness,AA-204-LAX-MCO,11:25 PM_ Dec 18,,~Terminal 4 - 47A~,6:55 AM_ Dec 19,,TBA
39950,allegiantair,AA-204-LAX-MCO,11:25 PM_ Dec 18,,~Terminal 4 - 47A~,6:55 AM_ Dec 19,,TBA
39974,flightview,AA-4277-CVG-JFK,12:10 PM_ Dec 18,1:08 PM_ Dec 18,Terminal 2,2:15 PM_ Dec 18,2:58 PM_ Dec 18,~Terminal 8 - 31A~
39975,panynj,AA-4277-CVG-JFK,12:10 PM_ Dec 18,1:08 PM_ Dec 18,Terminal 2,2:15 PM_ Dec 18,2:58 PM_ Dec 18,~Terminal 8 - 31A~
39977,foxbusiness,AA-4277-CVG-JFK,12:10 PM_ Dec 18,1:08 PM_ Dec 18,Terminal 2,2:15 PM_ Dec 18,2:58 PM_ Dec 18,~Terminal 8 - 31A~
39978,allegiantair,AA-4277-CVG-JFK,12:10 PM_ Dec 18,1:08 PM_ Dec 18,Terminal 2,2:15 PM_ Dec 18,2:58 PM_ Dec 18,~Terminal 8 - 31A~
40052,flightview,AA-1917-JFK-MCO,2:55 PM_ Dec 18,3:26 PM_ Dec 18,~Terminal 8 - 45~,5:55 PM_ Dec 18,5:37 PM_ Dec 18,16
40053,panynj,AA-1917-JFK-MCO,2:55 PM_ Dec 18,3:26 PM_ Dec 18,~Terminal 8 - 45~,5:55 PM_ Dec 18,5:37 PM_ Dec 18,16
40055,foxbusiness,AA-1917-JFK-MCO,2:55 PM_ Dec 18,3:26 PM_ Dec 18,~Terminal 8 - 45~,5:55 PM_ Dec 18,5:37 PM_ Dec 18,16
40056,allegiantair,AA-1917-JFK-MCO,2:55 PM_ Dec 18,3:26 PM_ Dec 18,~Terminal 8 - 45~,5:55 PM_ Dec 18,5:37 PM_ Dec 18,16
40079,travelocity,UA-2704-DTW-PHX,Dec 18 - 11:15am,Dec 18 - Contact Airline,~Not provided by airline~,Dec 18 - 1:40pm,Dec 18 - Contact Airline,~Not provided by airline~
40317,travelocity,UA-2708-EWR-CLT,Dec 19 - 2:55pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 4:53pm,Dec 19 - Contact Airline,~Not provided by airline~
40360,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 19,,H10,3:50 PM_ Dec 19,,~Terminal A - 7~
40361,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 19,,H10,3:50 PM_ Dec 19,,~Terminal A - 7~
40363,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 19,,H10,3:50 PM_ Dec 19,,~Terminal A - 7~
40364,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 19,,H10,3:50 PM_ Dec 19,,~Terminal A - 7~
40494,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 19,7:22 AM_ Dec 19,~Terminal 4 - 48A~,3:30 PM_ Dec 19,3:18 PM_ Dec 19,~Terminal B - B32~
40495,panynj,AA-222-LAX-BOS,7:10 AM_ Dec 19,7:22 AM_ Dec 19,~Terminal 4 - 48A~,3:30 PM_ Dec 19,3:18 PM_ Dec 19,~Terminal B - B32~
40497,foxbusiness,AA-222-LAX-BOS,7:10 AM_ Dec 19,7:22 AM_ Dec 19,~Terminal 4 - 48A~,3:30 PM_ Dec 19,3:18 PM_ Dec 19,~Terminal B - B32~
40498,allegiantair,AA-222-LAX-BOS,7:10 AM_ Dec 19,7:22 AM_ Dec 19,~Terminal 4 - 48A~,3:30 PM_ Dec 19,3:18 PM_ Dec 19,~Terminal B - B32~
40520,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 19,7:10 AM_ Dec 19,Terminal 2,9:55 AM_ Dec 19,9:29 AM_ Dec 19,~Terminal D - D60~
40521,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 19,7:10 AM_ Dec 19,Terminal 2,9:55 AM_ Dec 19,9:29 AM_ Dec 19,~Terminal D - D60~
40523,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 19,7:10 AM_ Dec 19,Terminal 2,9:55 AM_ Dec 19,9:29 AM_ Dec 19,~Terminal D - D60~
40524,allegiantair,AA-3468-CVG-MIA,7:00 AM_ Dec 19,7:10 AM_ Dec 19,Terminal 2,9:55 AM_ Dec 19,9:29 AM_ Dec 19,~Terminal D - D60~
40568,flightview,AA-518-MIA-JFK,6:30 AM_ Dec 19,6:41 AM_ Dec 19,~Terminal D - D11~,9:15 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal 8 - 12~
40569,panynj,AA-518-MIA-JFK,6:30 AM_ Dec 19,6:41 AM_ Dec 19,~Terminal D - D11~,9:15 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal 8 - 12~
40571,foxbusiness,AA-518-MIA-JFK,6:30 AM_ Dec 19,6:41 AM_ Dec 19,~Terminal D - D11~,9:15 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal 8 - 12~
40572,allegiantair,AA-518-MIA-JFK,6:30 AM_ Dec 19,6:41 AM_ Dec 19,~Terminal D - D11~,9:15 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal 8 - 12~
40657,travelocity,UA-37-EDI-EWR,Dec 19 - 9:05am,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 11:53am,Dec 19 - Contact Airline,~Not provided by airline~
40681,travelocity,UA-3050-PHX-CLT,Dec 19 - 11:05am,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 4:57pm,Dec 19 - Contact Airline,~Not provided by airline~
40705,travelocity,UA-3099-PHX-PHL,Dec 19 - 11:55am,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 6:17pm,Dec 19 - Contact Airline,~Not provided by airline~
40775,travelocity,UA-2945-PHL-CLT,Dec 19 - 12:00noon,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 1:45pm,Dec 19 - Contact Airline,~Not provided by airline~
40874,flightview,AA-466-IAH-MIA,6:00 AM_ Dec 19,6:13 AM_ Dec 19,Terminal A,9:20 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal D - D51~
40875,panynj,AA-466-IAH-MIA,6:00 AM_ Dec 19,6:13 AM_ Dec 19,Terminal A,9:20 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal D - D51~
40877,foxbusiness,AA-466-IAH-MIA,6:00 AM_ Dec 19,6:13 AM_ Dec 19,Terminal A,9:20 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal D - D51~
40878,allegiantair,AA-466-IAH-MIA,6:00 AM_ Dec 19,6:13 AM_ Dec 19,Terminal A,9:20 AM_ Dec 19,9:13 AM_ Dec 19,~Terminal D - D51~
40905,travelocity,UA-2906-PHL-MCO,Dec 19 - 3:50pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 6:23pm,Dec 19 - Contact Airline,~Not provided by airline~
40927,travelocity,UA-2830-MCO-CLT,Dec 19 - 3:27pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 5:05pm,Dec 19 - Contact Airline,~Not provided by airline~
40949,travelocity,UA-2515-DFW-CLT,Dec 19 - 7:00am,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 10:26am,Dec 19 - Contact Airline,~Not provided by airline~
40995,travelocity,UA-62-IAH-EWR,Dec 19 - 2:30pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 7:03pm,Dec 19 - Contact Airline,~Not provided by airline~
41088,flightview,AA-2050-ORD-MIA,10:40 AM_ Dec 19,11:39 AM_ Dec 19,K15,2:45 PM_ Dec 19,3:19 PM_ Dec 19,~Terminal D - D24~
41089,panynj,AA-2050-ORD-MIA,10:40 AM_ Dec 19,11:39 AM_ Dec 19,K15,2:45 PM_ Dec 19,3:19 PM_ Dec 19,~Terminal D - D24~
41091,foxbusiness,AA-2050-ORD-MIA,10:40 AM_ Dec 19,11:39 AM_ Dec 19,K15,2:45 PM_ Dec 19,3:19 PM_ Dec 19,~Terminal D - D24~
41092,allegiantair,AA-2050-ORD-MIA,10:40 AM_ Dec 19,11:39 AM_ Dec 19,K15,2:45 PM_ Dec 19,3:19 PM_ Dec 19,~Terminal D - D24~
41137,flightview,AA-59-JFK-SFO,7:10 AM_ Dec 19,7:43 AM_ Dec 19,~Terminal 8 - 5~,10:45 AM_ Dec 19,10:33 AM_ Dec 19,~Terminal 2 - 58B~
41138,panynj,AA-59-JFK-SFO,7:10 AM_ Dec 19,7:43 AM_ Dec 19,~Terminal 8 - 5~,10:45 AM_ Dec 19,10:33 AM_ Dec 19,~Terminal 2 - 58B~
41140,foxbusiness,AA-59-JFK-SFO,7:10 AM_ Dec 19,7:43 AM_ Dec 19,~Terminal 8 - 5~,10:45 AM_ Dec 19,10:33 AM_ Dec 19,~Terminal 2 - 58B~
41141,allegiantair,AA-59-JFK-SFO,7:10 AM_ Dec 19,7:43 AM_ Dec 19,~Terminal 8 - 5~,10:45 AM_ Dec 19,10:33 AM_ Dec 19,~Terminal 2 - 58B~
41186,flightview,AA-3823-LAX-DEN,9:00 PM_ Dec 19,,~Terminal 4 - 44E~,12:15 AM_ Dec 20,,A49
41187,panynj,AA-3823-LAX-DEN,9:00 PM_ Dec 19,,~Terminal 4 - 44E~,12:15 AM_ Dec 20,,A49
41189,foxbusiness,AA-3823-LAX-DEN,9:00 PM_ Dec 19,,~Terminal 4 - 44E~,12:15 AM_ Dec 20,,A49
41190,allegiantair,AA-3823-LAX-DEN,9:00 PM_ Dec 19,,~Terminal 4 - 44E~,12:15 AM_ Dec 20,,A49
41339,flightview,UA-397-JFK-SFO,8:25 AM_ Dec 19,8:43 AM_ Dec 19,9,12:14 PM_ Dec 19,11:50 AM_ Dec 19,~Terminal 3 - 86~
41340,panynj,UA-397-JFK-SFO,8:25 AM_ Dec 19,8:43 AM_ Dec 19,9,12:14 PM_ Dec 19,11:50 AM_ Dec 19,~Terminal 3 - 86~
41342,foxbusiness,UA-397-JFK-SFO,8:25 AM_ Dec 19,8:43 AM_ Dec 19,9,12:14 PM_ Dec 19,11:50 AM_ Dec 19,~Terminal 3 - 86~
41343,allegiantair,UA-397-JFK-SFO,8:25 AM_ Dec 19,8:43 AM_ Dec 19,9,12:14 PM_ Dec 19,11:50 AM_ Dec 19,~Terminal 3 - 86~
41412,flightview,AA-1221-MCO-ORD,8:00 PM_ Dec 19,8:08 PM_ Dec 19,~Terminal A - 15~,9:50 PM_ Dec 19,9:41 PM_ Dec 19,Terminal 3
41413,panynj,AA-1221-MCO-ORD,8:00 PM_ Dec 19,8:08 PM_ Dec 19,~Terminal A - 15~,9:50 PM_ Dec 19,9:41 PM_ Dec 19,Terminal 3
41415,foxbusiness,AA-1221-MCO-ORD,8:00 PM_ Dec 19,8:08 PM_ Dec 19,~Terminal A - 15~,9:50 PM_ Dec 19,9:41 PM_ Dec 19,Terminal 3
41416,allegiantair,AA-1221-MCO-ORD,8:00 PM_ Dec 19,8:08 PM_ Dec 19,~Terminal A - 15~,9:50 PM_ Dec 19,9:41 PM_ Dec 19,Terminal 3
41441,flightview,AA-271-MIA-LAX,11:35 AM_ Dec 19,12:01 PM_ Dec 19,D6,2:25 PM_ Dec 19,2:12 PM_ Dec 19,~Terminal 4 - 46B~
41442,panynj,AA-271-MIA-LAX,11:35 AM_ Dec 19,12:01 PM_ Dec 19,D6,2:25 PM_ Dec 19,2:12 PM_ Dec 19,~Terminal 4 - 46B~
41444,foxbusiness,AA-271-MIA-LAX,11:35 AM_ Dec 19,12:01 PM_ Dec 19,D6,2:25 PM_ Dec 19,2:12 PM_ Dec 19,~Terminal 4 - 46B~
41445,allegiantair,AA-271-MIA-LAX,11:35 AM_ Dec 19,12:01 PM_ Dec 19,D6,2:25 PM_ Dec 19,2:12 PM_ Dec 19,~Terminal 4 - 46B~
41538,flightview,AA-2525-DFW-MIA,7:25 AM_ Dec 19,9:14 AM_ Dec 19,D30,11:10 AM_ Dec 19,12:41 PM_ Dec 19,~Terminal D - D2~
41539,panynj,AA-2525-DFW-MIA,7:25 AM_ Dec 19,9:14 AM_ Dec 19,D30,11:10 AM_ Dec 19,12:41 PM_ Dec 19,~Terminal D - D2~
41541,foxbusiness,AA-2525-DFW-MIA,7:25 AM_ Dec 19,9:14 AM_ Dec 19,D30,11:10 AM_ Dec 19,12:41 PM_ Dec 19,~Terminal D - D2~
41542,allegiantair,AA-2525-DFW-MIA,7:25 AM_ Dec 19,9:14 AM_ Dec 19,D30,11:10 AM_ Dec 19,12:41 PM_ Dec 19,~Terminal D - D2~
41565,flightview,AA-1664-MIA-ATL,10:15 AM_ Dec 19,10:34 AM_ Dec 19,~Terminal D - D32~,12:10 PM_ Dec 19,12:06 PM_ Dec 19,T10
41566,panynj,AA-1664-MIA-ATL,10:15 AM_ Dec 19,10:34 AM_ Dec 19,~Terminal D - D32~,12:10 PM_ Dec 19,12:06 PM_ Dec 19,T10
41568,foxbusiness,AA-1664-MIA-ATL,10:15 AM_ Dec 19,10:34 AM_ Dec 19,~Terminal D - D32~,12:10 PM_ Dec 19,12:06 PM_ Dec 19,T10
41569,allegiantair,AA-1664-MIA-ATL,10:15 AM_ Dec 19,10:34 AM_ Dec 19,~Terminal D - D32~,12:10 PM_ Dec 19,12:06 PM_ Dec 19,T10
41617,travelocity,CO-1694-LAX-IAH,Dec 19 - 7:41pm,Dec 19 - Contact Airline,64,Dec 20 - 12:44am,Dec 20 - Contact Airline,~Not provided by airline~
41665,flightview,UA-2726-FLL-PHL,4:00 PM_ Dec 19,3:58 PM_ Dec 19,~Terminal 3 - E3~,6:46 PM_ Dec 19,6:46 PM_ Dec 19,B9
41666,panynj,UA-2726-FLL-PHL,4:00 PM_ Dec 19,3:58 PM_ Dec 19,~Terminal 3 - E3~,6:46 PM_ Dec 19,6:46 PM_ Dec 19,B9
41668,foxbusiness,UA-2726-FLL-PHL,4:00 PM_ Dec 19,3:58 PM_ Dec 19,~Terminal 3 - E3~,6:46 PM_ Dec 19,6:46 PM_ Dec 19,B9
41669,allegiantair,UA-2726-FLL-PHL,4:00 PM_ Dec 19,3:58 PM_ Dec 19,~Terminal 3 - E3~,6:46 PM_ Dec 19,6:46 PM_ Dec 19,B9
41671,travelocity,UA-2726-FLL-PHL,Dec 19 - 4:00pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 6:46pm,Dec 19 - Contact Airline,~Not provided by airline~
41676,mytripandmore,UA-2726-FLL-PHL,Dec 19 - 4:00pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 6:46pm,Dec 19 - Contact Airline,~Not provided by airline~
41692,flightview,AA-3809-PHX-LAX,6:00 AM_ Dec 19,6:01 AM_ Dec 19,~Terminal 3 - 2~,6:40 AM_ Dec 19,6:12 AM_ Dec 19,~Terminal 4 - 44I~
41693,panynj,AA-3809-PHX-LAX,6:00 AM_ Dec 19,6:01 AM_ Dec 19,~Terminal 3 - 2~,6:40 AM_ Dec 19,6:12 AM_ Dec 19,~Terminal 4 - 44I~
41695,foxbusiness,AA-3809-PHX-LAX,6:00 AM_ Dec 19,6:01 AM_ Dec 19,~Terminal 3 - 2~,6:40 AM_ Dec 19,6:12 AM_ Dec 19,~Terminal 4 - 44I~
41696,allegiantair,AA-3809-PHX-LAX,6:00 AM_ Dec 19,6:01 AM_ Dec 19,~Terminal 3 - 2~,6:40 AM_ Dec 19,6:12 AM_ Dec 19,~Terminal 4 - 44I~
41756,flightview,AA-1165-JFK-MIA,6:59 AM_ Dec 19,7:18 AM_ Dec 19,Terminal 8,10:34 AM_ Dec 19,10:14 AM_ Dec 19,~Terminal D - D3~
41757,panynj,AA-1165-JFK-MIA,6:59 AM_ Dec 19,7:18 AM_ Dec 19,Terminal 8,10:34 AM_ Dec 19,10:14 AM_ Dec 19,~Terminal D - D3~
41759,foxbusiness,AA-1165-JFK-MIA,6:59 AM_ Dec 19,7:18 AM_ Dec 19,Terminal 8,10:34 AM_ Dec 19,10:14 AM_ Dec 19,~Terminal D - D3~
41760,allegiantair,AA-1165-JFK-MIA,6:59 AM_ Dec 19,7:18 AM_ Dec 19,Terminal 8,10:34 AM_ Dec 19,10:14 AM_ Dec 19,~Terminal D - D3~
41881,flightview,AA-400-DFW-JFK,10:40 AM_ Dec 19,10:55 AM_ Dec 19,D18,2:59 PM_ Dec 19,2:53 PM_ Dec 19,~Terminal 8 - 43~
41882,panynj,AA-400-DFW-JFK,10:40 AM_ Dec 19,10:55 AM_ Dec 19,D18,2:59 PM_ Dec 19,2:53 PM_ Dec 19,~Terminal 8 - 43~
41884,foxbusiness,AA-400-DFW-JFK,10:40 AM_ Dec 19,10:55 AM_ Dec 19,D18,2:59 PM_ Dec 19,2:53 PM_ Dec 19,~Terminal 8 - 43~
41885,allegiantair,AA-400-DFW-JFK,10:40 AM_ Dec 19,10:55 AM_ Dec 19,D18,2:59 PM_ Dec 19,2:53 PM_ Dec 19,~Terminal 8 - 43~
41907,flightview,AA-643-MIA-ORD,7:10 AM_ Dec 19,8:08 AM_ Dec 19,~Terminal D - D40~,9:35 AM_ Dec 19,9:57 AM_ Dec 19,K15
41908,panynj,AA-643-MIA-ORD,7:10 AM_ Dec 19,8:08 AM_ Dec 19,~Terminal D - D40~,9:35 AM_ Dec 19,9:57 AM_ Dec 19,K15
41910,foxbusiness,AA-643-MIA-ORD,7:10 AM_ Dec 19,8:08 AM_ Dec 19,~Terminal D - D40~,9:35 AM_ Dec 19,9:57 AM_ Dec 19,K15
41911,allegiantair,AA-643-MIA-ORD,7:10 AM_ Dec 19,8:08 AM_ Dec 19,~Terminal D - D40~,9:35 AM_ Dec 19,9:57 AM_ Dec 19,K15
41978,flightview,UA-257-JFK-SFO,2:30 PM_ Dec 19,2:43 PM_ Dec 19,8,6:14 PM_ Dec 19,5:27 PM_ Dec 19,~Terminal 3 - 80~
41979,panynj,UA-257-JFK-SFO,2:30 PM_ Dec 19,2:43 PM_ Dec 19,8,6:14 PM_ Dec 19,5:27 PM_ Dec 19,~Terminal 3 - 80~
41981,foxbusiness,UA-257-JFK-SFO,2:30 PM_ Dec 19,2:43 PM_ Dec 19,8,6:14 PM_ Dec 19,5:27 PM_ Dec 19,~Terminal 3 - 80~
41982,allegiantair,UA-257-JFK-SFO,2:30 PM_ Dec 19,2:43 PM_ Dec 19,8,6:14 PM_ Dec 19,5:27 PM_ Dec 19,~Terminal 3 - 80~
42107,flightview,AA-1522-SFO-ORD,11:55 PM_ Dec 19,,~Terminal 2 - 57~,5:50 AM_ Dec 20,,~Terminal 3 - H10~
42108,panynj,AA-1522-SFO-ORD,11:55 PM_ Dec 19,,~Terminal 2 - 57~,5:50 AM_ Dec 20,,~Terminal 3 - H10~
42110,foxbusiness,AA-1522-SFO-ORD,11:55 PM_ Dec 19,,~Terminal 2 - 57~,5:50 AM_ Dec 20,,~Terminal 3 - H10~
42111,allegiantair,AA-1522-SFO-ORD,11:55 PM_ Dec 19,,~Terminal 2 - 57~,5:50 AM_ Dec 20,,~Terminal 3 - H10~
42159,flightview,AA-404-MIA-MCO,6:45 AM_ Dec 19,7:16 AM_ Dec 19,~Terminal E - E5~,7:45 AM_ Dec 19,7:52 AM_ Dec 19,14
42160,panynj,AA-404-MIA-MCO,6:45 AM_ Dec 19,7:16 AM_ Dec 19,~Terminal E - E5~,7:45 AM_ Dec 19,7:52 AM_ Dec 19,14
42162,foxbusiness,AA-404-MIA-MCO,6:45 AM_ Dec 19,7:16 AM_ Dec 19,~Terminal E - E5~,7:45 AM_ Dec 19,7:52 AM_ Dec 19,14
42163,allegiantair,AA-404-MIA-MCO,6:45 AM_ Dec 19,7:16 AM_ Dec 19,~Terminal E - E5~,7:45 AM_ Dec 19,7:52 AM_ Dec 19,14
42186,flightview,CO-1193-EWR-MCO,9:15 AM_ Dec 19,10:12 AM_ Dec 19,~Term C - C136~,12:16 PM_ Dec 19,12:30 PM_ Dec 19,Term B - 39
42187,panynj,CO-1193-EWR-MCO,9:15 AM_ Dec 19,10:12 AM_ Dec 19,~Term C - C136~,12:16 PM_ Dec 19,12:30 PM_ Dec 19,Term B - 39
42189,foxbusiness,CO-1193-EWR-MCO,9:15 AM_ Dec 19,10:12 AM_ Dec 19,~Term C - C136~,12:16 PM_ Dec 19,12:30 PM_ Dec 19,Term B - 39
42190,allegiantair,CO-1193-EWR-MCO,9:15 AM_ Dec 19,10:12 AM_ Dec 19,~Term C - C136~,12:16 PM_ Dec 19,12:30 PM_ Dec 19,Term B - 39
42234,travelocity,UA-2314-ATL-PHL,Dec 19 - 2:55pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 5:00pm,Dec 19 - Contact Airline,~Not provided by airline~
42238,mytripandmore,UA-2314-ATL-PHL,Dec 19 - 2:55pm,Dec 19 - Contact Airline,~Not provided by airline~,Dec 19 - 5:00pm,Dec 19 - Contact Airline,~Not provided by airline~
42325,aa,~AA-3-JFK-LAX~,December 19_ 2011               12:00 PM,December 19_ 2011               11:56 AM,43,December 19_ 2011               03:15 PM,December 19_ 2011               03:16 PM,47B
42326,flightexplorer,~AA-3-JFK-LAX~,,12/19/2011 12:12PM EST,,,12/19/2011 2:59PM PST,
42327,airtravelcenter,~AA-3-JFK-LAX~,,12/19/11 12:12 PM (-05:00),,,12/19/11 2:59 PM (-08:00),
42328,myrateplan,~AA-3-JFK-LAX~,,12/19/11 12:12 PM (-05:00),,,12/19/11 2:59 PM (-08:00),
42329,helloflight,~AA-3-JFK-LAX~,,12/19/11 12:12 PM (-05:00),,,12/19/11 2:59 PM (-08:00),
42330,flytecomm,~AA-3-JFK-LAX~,,12/19/11 12:12 PM (-05:00),,,12/19/11 2:59 PM (-08:00),
42331,flightaware,~AA-3-JFK-LAX~,2011-12-19 12:00PM EST,2011-12-19 12:11PM EST,43,2011-12-19 03:03PM PST,2011-12-19 02:59PM PST,47B
42332,wunderground,~AA-3-JFK-LAX~,2011-12-19 12:00PM EST,2011-12-19 12:11PM EST,43,2011-12-19 03:03PM PST,2011-12-19 02:59PM PST,47B
42333,flights,~AA-3-JFK-LAX~,12:00 PM  Mon 19-Dec-2011,11:56 AM  Mon 19-Dec-2011,C43,03:15 PM  Mon 19-Dec-2011,03:16 PM  Mon 19-Dec-2011,47B
42334,businesstravellogue,~AA-3-JFK-LAX~,12:00 PM  Mon 19-Dec-2011,11:56 AM  Mon 19-Dec-2011,C43,03:15 PM  Mon 19-Dec-2011,03:16 PM  Mon 19-Dec-2011,47B
42335,flylouisville,~AA-3-JFK-LAX~,12:00 PM  Mon 19-Dec-2011,11:56 AM  Mon 19-Dec-2011,C43,03:15 PM  Mon 19-Dec-2011,03:16 PM  Mon 19-Dec-2011,47B
42336,flightstats,~AA-3-JFK-LAX~,2011-12-19 12:00 PM,2011-12-19 11:56 AM,,2011-12-19 3:15 PM,2011-12-19 3:16 PM,
42337,quicktrip,~AA-3-JFK-LAX~,2011-12-19 12:00 PM,2011-12-19 11:56 AM,,2011-12-19 3:15 PM,2011-12-19 3:16 PM,
42338,world-flight-tracker,~AA-3-JFK-LAX~,2011-12-19 12:00 PM,2011-12-19 11:56 AM,,2011-12-19 3:15 PM,2011-12-19 3:16 PM,
42339,flightview,~AA-3-JFK-LAX~,12:00 PM_ Dec 19,12:12 PM_ Dec 19,~Terminal 8 - 43~,3:15 PM_ Dec 19,3:16 PM_ Dec 19,~Terminal 4 - 47B~
