~~0~~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
36544,businesstravellogue,~~CO-16-LAX-EWR~~,,2011-12-17 10:29 AM,~62~,,2011-12-17 06:55 PM,~83~
36545,flylouisville,~~CO-16-LAX-EWR~~,,2011-12-17 10:29 AM,~62~,,2011-12-17 06:55 PM,~83~
36546,flightstats,~~CO-16-LAX-EWR~~,2011-12-17 10:25 AM,2011-12-17 10:29 AM,,2011-12-17 6:39 PM,2011-12-17 6:55 PM,
36547,quicktrip,~~CO-16-LAX-EWR~~,2011-12-17 10:25 AM,2011-12-17 10:29 AM,,2011-12-17 6:39 PM,2011-12-17 6:55 PM,
36548,flightview,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:55 PMDec 17,
36549,panynj,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:55 PMDec 17,
36550,gofox,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:55 PMDec 17,
36551,foxbusiness,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:55 PMDec 17,
36552,allegiantair,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:55 PMDec 17,
36553,boston,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:41 PMDec 17,
36554,orbitz,~~CO-16-LAX-EWR~~,10:25aDec 17,10:29aDec 17,~62~,6:39pDec 17,6:55pDec 17,C83
36555,weather,~~CO-16-LAX-EWR~~,2011-12-17 10:25 AM,~~,,2011-12-17 06:39 PM,~~,
36556,usatoday,~~CO-16-LAX-EWR~~,,10:49 AMDec 17,,,6:41 PMDec 17,
36557,flightarrival,~~CO-16-LAX-EWR~~,2011-12-17 10:25 AM,2011-12-17 10:29 AM,,2011-12-17 6:39 PM,2011-12-17 6:55 PM,
36578,weather,AA-484-DFW-MIA,2011-12-17 04:15 PM,~~,,2011-12-17 07:55 PM,~~,
36579,dfw,AA-484-DFW-MIA,2011-12-17 4:15 pm,~~,C30,,~~,
36580,mia,AA-484-DFW-MIA,,~~,,7:55P 12-17-11,2011-12-17  7:38P,
36581,usatoday,AA-484-DFW-MIA,2011-12-17 04:15 PM,~~,,2011-12-17 07:55 PM,~~,
36585,airtravelcenter,CO-1561-PHX-IAH,12/17/11 7:30 AM (-07:00),~~,,12/17/11 11:00 AM (-06:00),~~,
36586,myrateplan,CO-1561-PHX-IAH,12/17/11 7:30 AM (-07:00),~~,,12/17/11 11:00 AM (-06:00),~~,
36587,helloflight,CO-1561-PHX-IAH,12/17/11 7:30 AM (-07:00),~~,,12/17/11 11:00 AM (-06:00),~~,
36588,flytecomm,CO-1561-PHX-IAH,12/17/11 7:30 AM (-07:00),~~,,12/17/11 11:00 AM (-06:00),~~,
36593,flights,CO-1561-PHX-IAH,07:30 AM  Sat 17-Dec-2011,07:28 AM  Sat 17-Dec-2011,6A,11:00 AM  Sat 17-Dec-2011,10:55 AM  Sat 17-Dec-2011,~20~
36594,businesstravellogue,CO-1561-PHX-IAH,07:30 AM  Sat 17-Dec-2011,07:28 AM  Sat 17-Dec-2011,6A,11:00 AM  Sat 17-Dec-2011,10:55 AM  Sat 17-Dec-2011,~20~
36595,flylouisville,CO-1561-PHX-IAH,07:30 AM  Sat 17-Dec-2011,07:28 AM  Sat 17-Dec-2011,6A,11:00 AM  Sat 17-Dec-2011,10:55 AM  Sat 17-Dec-2011,~20~
36606,weather,CO-1561-PHX-IAH,2011-12-17 07:30 AM,~~,,2011-12-17 11:00 AM,~~,
36608,usatoday,CO-1561-PHX-IAH,2011-12-17 07:30 AM,~~,,2011-12-17 11:00 AM,~~,
36630,weather,UA-2726-FLL-PHL,2011-12-17 04:00 PM,~~,,2011-12-17 06:46 PM,~~,
36634,aa,AA-3809-PHX-LAX,December 17_ 2011               06:00 AM,December 17_ 2011               05:54 AM,~2~,December 17_ 2011               06:40 AM,December 17_ 2011               06:13 AM,44I
36640,flightaware,AA-3809-PHX-LAX,2011-12-17 06:00AM MST,2011-12-17 06:09AM MST,~2~,2011-12-17 06:06AM PST,2011-12-17 06:02AM PST,44I
36641,wunderground,AA-3809-PHX-LAX,2011-12-17 06:00AM MST,2011-12-17 06:09AM MST,~2~,2011-12-17 06:06AM PST,2011-12-17 06:02AM PST,44I
36642,flights,AA-3809-PHX-LAX,06:00 AM  Sat 17-Dec-2011,05:54 AM  Sat 17-Dec-2011,~2~,06:40 AM  Sat 17-Dec-2011,06:13 AM  Sat 17-Dec-2011,~44~
36643,businesstravellogue,AA-3809-PHX-LAX,06:00 AM  Sat 17-Dec-2011,05:54 AM  Sat 17-Dec-2011,~2~,06:40 AM  Sat 17-Dec-2011,06:13 AM  Sat 17-Dec-2011,~44~
36644,flylouisville,AA-3809-PHX-LAX,06:00 AM  Sat 17-Dec-2011,05:54 AM  Sat 17-Dec-2011,~2~,06:40 AM  Sat 17-Dec-2011,06:13 AM  Sat 17-Dec-2011,~44~
36654,travelocity,AA-3809-PHX-LAX,Dec 17 - 6:00am,Dec 17 - 5:54am,~2~,Dec 17 - 6:40am,Dec 17 - 6:13am,44I/T4
36655,orbitz,AA-3809-PHX-LAX,6:00aDec 17,5:54aDec 17,~2~,6:40aDec 17,6:13aDec 17,44I
36656,weather,AA-3809-PHX-LAX,2011-12-17 06:00 AM,~~,,2011-12-17 06:40 AM,~~,
36658,mytripandmore,AA-3809-PHX-LAX,6:00aDec 17,5:54aDec 17,~2~,6:40aDec 17,6:13aDec 17,44I
36660,flightexplorer,AA-2312-DFW-DTW,12/17/2011 8:25PM CST,~~,,12/17/2011 11:50PM EST,~~,
36667,flights,AA-2312-DFW-DTW,08:25 PM  Sat 17-Dec-2011,~~,D20,11:50 PM  Sat 17-Dec-2011,~~,D32
36668,businesstravellogue,AA-2312-DFW-DTW,08:25 PM  Sat 17-Dec-2011,~~,D20,11:50 PM  Sat 17-Dec-2011,~~,D32
36669,flylouisville,AA-2312-DFW-DTW,08:25 PM  Sat 17-Dec-2011,~~,D20,11:50 PM  Sat 17-Dec-2011,~~,D32
36673,flightview,AA-2312-DFW-DTW,8:25 PM_ Dec 17,~~,,11:50 PM_ Dec 17,~~,
36674,panynj,AA-2312-DFW-DTW,8:25 PM_ Dec 17,~~,,11:50 PM_ Dec 17,~~,
36675,gofox,AA-2312-DFW-DTW,8:25 PM_ Dec 17,~~,,11:50 PM_ Dec 17,~~,
36676,foxbusiness,AA-2312-DFW-DTW,8:25 PM_ Dec 17,~~,,11:50 PM_ Dec 17,~~,
36677,allegiantair,AA-2312-DFW-DTW,8:25 PM_ Dec 17,~~,,11:50 PM_ Dec 17,~~,
36680,orbitz,AA-2312-DFW-DTW,8:25pDec 17,~~,D20,11:50pDec 17,~~,D32
36682,dfw,AA-2312-DFW-DTW,2011-12-17 8:25 pm,~~,D37,,~~,
36686,airtravelcenter,CO-1088-CLE-IAH,12/17/11 8:40 AM (-05:00),~~,,12/17/11 10:53 AM (-06:00),~~,
36687,myrateplan,CO-1088-CLE-IAH,12/17/11 8:40 AM (-05:00),~~,,12/17/11 10:53 AM (-06:00),~~,
36688,helloflight,CO-1088-CLE-IAH,12/17/11 8:40 AM (-05:00),~~,,12/17/11 10:53 AM (-06:00),~~,
36689,flytecomm,CO-1088-CLE-IAH,12/17/11 8:40 AM (-05:00),~~,,12/17/11 10:53 AM (-06:00),~~,
36690,flights,CO-1088-CLE-IAH,,2011-12-17 08:39 AM,C10,,2011-12-17 10:39 AM,~21~
36691,businesstravellogue,CO-1088-CLE-IAH,,2011-12-17 08:39 AM,C10,,2011-12-17 10:39 AM,~21~
36692,flylouisville,CO-1088-CLE-IAH,,2011-12-17 08:39 AM,C10,,2011-12-17 10:39 AM,~21~
36702,weather,CO-1088-CLE-IAH,2011-12-17 08:40 AM,~~,,2011-12-17 10:53 AM,~~,
36703,usatoday,CO-1088-CLE-IAH,2011-12-17 08:40 AM,~~,,2011-12-17 10:53 AM,~~,
36704,flightarrival,CO-1088-CLE-IAH,2011-12-17 08:40 AM,~~,,2011-12-17 10:53 AM,~~,
36705,aa,AA-1165-JFK-MIA,December 17_ 2011               06:59 AM,December 17_ 2011               06:59 AM,~37~,December 17_ 2011               10:34 AM,December 17_ 2011               10:10 AM,D1
36711,flightaware,AA-1165-JFK-MIA,2011-12-17 06:59AM EST,2011-12-17 07:27AM EST,~37~,2011-12-17 10:16AM EST,2011-12-17 09:59AM EST,D1
36712,wunderground,AA-1165-JFK-MIA,2011-12-17 06:59AM EST,2011-12-17 07:27AM EST,~37~,2011-12-17 10:16AM EST,2011-12-17 09:59AM EST,D1
36726,orbitz,AA-1165-JFK-MIA,6:59aDec 17,6:59aDec 17,~37~,10:34aDec 17,10:10aDec 17,D1
36728,mia,AA-1165-JFK-MIA,,~~,,10:34A 12-17-11,2011-12-17  10:10A,
36755,ord,AA-415-BOS-ORD,2011-12-17 8:35 AM,~~,B36,2011-12-17 10:40 AM,~~,K18
36757,CO,~~CO-89-IAH-EWR~~,Sat._ Dec.17_ 2011 6:00 a.m.,Sat._ Dec.17_ 2011 6:41 a.m.,,Sat._ Dec.17_ 2011 10:20 a.m.,Sat._ Dec.17_ 2011 10:34 a.m.,
36758,airtravelcenter,~~CO-89-IAH-EWR~~,12/17/11 6:00 AM (-06:00),~~,,12/17/11 10:20 AM (-05:00),~~,
36759,myrateplan,~~CO-89-IAH-EWR~~,12/17/11 6:00 AM (-06:00),~~,,12/17/11 10:20 AM (-05:00),~~,
36760,helloflight,~~CO-89-IAH-EWR~~,12/17/11 6:00 AM (-06:00),~~,,12/17/11 10:20 AM (-05:00),~~,
36761,flytecomm,~~CO-89-IAH-EWR~~,12/17/11 6:00 AM (-06:00),~~,,12/17/11 10:20 AM (-05:00),~~,
36762,flights,~~CO-89-IAH-EWR~~,,2011-12-17 06:41 AM,~12~,,2011-12-17 10:34 AM,~128~
36763,businesstravellogue,~~CO-89-IAH-EWR~~,,2011-12-17 06:41 AM,~12~,,2011-12-17 10:34 AM,~128~
36764,flylouisville,~~CO-89-IAH-EWR~~,,2011-12-17 06:41 AM,~12~,,2011-12-17 10:34 AM,~128~
36765,flightstats,~~CO-89-IAH-EWR~~,2011-12-17 6:00 AM,2011-12-17 6:41 AM,,2011-12-17 10:20 AM,2011-12-17 10:34 AM,
36766,quicktrip,~~CO-89-IAH-EWR~~,2011-12-17 6:00 AM,2011-12-17 6:41 AM,,2011-12-17 10:20 AM,2011-12-17 10:34 AM,
36767,flightview,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:34 AMDec 17,
36768,panynj,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:34 AMDec 17,
36769,gofox,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:34 AMDec 17,
36770,foxbusiness,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:34 AMDec 17,
36771,allegiantair,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:34 AMDec 17,
36772,boston,~~CO-89-IAH-EWR~~,,6:53 AMDec 17,,,10:27 AMDec 17,
36773,orbitz,~~CO-89-IAH-EWR~~,6:00aDec 17,6:41aDec 17,E12,10:20aDec 17,10:34aDec 17,~128~
36774,weather,~~CO-89-IAH-EWR~~,2011-12-17 06:00 AM,~~,,2011-12-17 10:20 AM,~~,
36775,ifly,~~CO-89-IAH-EWR~~,2011-12-17 6:00 AM,2011-12-17 6:41 AM,,2011-12-17 10:20 AM,2011-12-17 10:34 AM,
36776,usatoday,~~CO-89-IAH-EWR~~,2011-12-17 6:00 AM,2011-12-17 6:41 AM,,2011-12-17 10:20 AM,2011-12-17 10:34 AM,
36777,flightarrival,~~CO-89-IAH-EWR~~,2011-12-17 06:00 AM,~~,,2011-12-17 10:20 AM,~~,
36778,aa,AA-4330-CVG-ORD,December 17_ 2011               03:35 PM,December 17_ 2011               04:38 PM,~5~,December 17_ 2011               04:00 PM,December 17_ 2011               04:44 PM,H1B
36780,airtravelcenter,AA-4330-CVG-ORD,12/17/11 3:35 PM (-05:00),~~,,12/17/11 4:00 PM (-06:00),~~,
36781,myrateplan,AA-4330-CVG-ORD,12/17/11 3:35 PM (-05:00),~~,,12/17/11 4:00 PM (-06:00),~~,
36782,helloflight,AA-4330-CVG-ORD,12/17/11 3:35 PM (-05:00),~~,,12/17/11 4:00 PM (-06:00),~~,
36783,flytecomm,AA-4330-CVG-ORD,12/17/11 3:35 PM (-05:00),~~,,12/17/11 4:00 PM (-06:00),~~,
36784,flightaware,AA-4330-CVG-ORD,2011-12-17 03:35PM EST,2011-12-17 04:49PM EST,~5~,2011-12-17 03:47PM CST,2011-12-17 04:39PM CST,H1B
36785,flightaware,AA-4330-CVG-ORD,2011-12-17 03:35PM EST,2011-12-17 04:49PM EST,~5~,2011-12-17 03:47PM CST,2011-12-17 04:39PM CST,H1B
36786,wunderground,AA-4330-CVG-ORD,2011-12-17 03:35PM EST,2011-12-17 04:49PM EST,~5~,2011-12-17 03:47PM CST,2011-12-17 04:39PM CST,H1B
36787,wunderground,AA-4330-CVG-ORD,2011-12-17 03:35PM EST,2011-12-17 04:49PM EST,~5~,2011-12-17 03:47PM CST,2011-12-17 04:39PM CST,H1B
36788,flights,AA-4330-CVG-ORD,,2011-12-17 04:38 PM,~5~,,2011-12-17 04:44 PM,H1B
36789,businesstravellogue,AA-4330-CVG-ORD,,2011-12-17 04:38 PM,~5~,,2011-12-17 04:44 PM,H1B
36790,flylouisville,AA-4330-CVG-ORD,,2011-12-17 04:38 PM,~5~,,2011-12-17 04:44 PM,H1B
36799,orbitz,AA-4330-CVG-ORD,3:35pDec 17,4:38pDec 17,~5~,4:00pDec 17,4:44pDec 17,H1B
36800,orbitz,AA-4330-CVG-ORD,4:31pDec 17,4:38pDec 17,~5~,4:00pDec 17,4:44pDec 17,H1B
36801,ord,AA-4330-CVG-ORD,2011-12-17 3:35 PM,~~,~5~,2011-12-17 4:00 PM,~~,H1B
36802,flightwise,AA-4330-CVG-ORD,2011-12-17 03:35PM EST,2011-12-17 04:49PM EST,~5~,2011-12-17 03:47PM CST,2011-12-17 04:39PM CST,H1B
36804,aa,AA-1434-DFW-MCO,December 17_ 2011               07:15 AM,December 17_ 2011               07:13 AM,A29,December 17_ 2011               10:35 AM,December 17_ 2011               10:33 AM,~17~
36810,flightaware,AA-1434-DFW-MCO,2011-12-17 07:15AM CST,2011-12-17 07:30AM CST,A29,2011-12-17 10:23AM EST,2011-12-17 10:24AM EST,~17~
36811,wunderground,AA-1434-DFW-MCO,2011-12-17 07:15AM CST,2011-12-17 07:30AM CST,A29,2011-12-17 10:23AM EST,2011-12-17 10:24AM EST,~17~
36812,flights,AA-1434-DFW-MCO,07:15 AM  Sat 17-Dec-2011,07:13 AM  Sat 17-Dec-2011,A29,10:35 AM  Sat 17-Dec-2011,10:33 AM  Sat 17-Dec-2011,~17~
36813,businesstravellogue,AA-1434-DFW-MCO,07:15 AM  Sat 17-Dec-2011,07:13 AM  Sat 17-Dec-2011,A29,10:35 AM  Sat 17-Dec-2011,10:33 AM  Sat 17-Dec-2011,~17~
36814,flylouisville,AA-1434-DFW-MCO,07:15 AM  Sat 17-Dec-2011,07:13 AM  Sat 17-Dec-2011,A29,10:35 AM  Sat 17-Dec-2011,10:33 AM  Sat 17-Dec-2011,~17~
36818,flightview,AA-1434-DFW-MCO,7:15 AM_ Dec 17,7:30 AM_ Dec 17,A29,10:35 AM_ Dec 17,10:25 AM_ Dec 17,~17~
36819,panynj,AA-1434-DFW-MCO,7:15 AM_ Dec 17,7:30 AM_ Dec 17,A29,10:35 AM_ Dec 17,10:25 AM_ Dec 17,~17~
36821,foxbusiness,AA-1434-DFW-MCO,7:15 AM_ Dec 17,7:30 AM_ Dec 17,A29,10:35 AM_ Dec 17,10:25 AM_ Dec 17,~17~
36822,allegiantair,AA-1434-DFW-MCO,7:15 AM_ Dec 17,7:30 AM_ Dec 17,A29,10:35 AM_ Dec 17,10:25 AM_ Dec 17,~17~
36824,travelocity,AA-1434-DFW-MCO,Dec 17 - 7:15am,Dec 17 - 7:13am,A29/A,Dec 17 - 10:35am,Dec 17 - 10:33am,~17~
36825,orbitz,AA-1434-DFW-MCO,7:15aDec 17,7:13aDec 17,A29,10:35aDec 17,10:33aDec 17,~17~
36827,mco,AA-1434-DFW-MCO,,~~,,2011-12-17 Sat  10:35,2011-12-17 Sat  10:31,17?
36829,mytripandmore,AA-1434-DFW-MCO,7:15aDec 17,7:13aDec 17,A29,10:35aDec 17,10:33aDec 17,~17~
36831,aa,AA-400-DFW-JFK,December 17_ 2011               10:40 AM,December 17_ 2011               10:41 AM,C27,December 17_ 2011               02:59 PM,December 17_ 2011               02:38 PM,~45~
36836,flightaware,AA-400-DFW-JFK,2011-12-17 10:40AM CST,2011-12-17 10:54AM CST,C27,2011-12-17 02:38PM EST,2011-12-17 02:34PM EST,~45~
36837,wunderground,AA-400-DFW-JFK,2011-12-17 10:40AM CST,2011-12-17 10:54AM CST,C27,2011-12-17 02:38PM EST,2011-12-17 02:34PM EST,~45~
36850,orbitz,AA-400-DFW-JFK,10:40aDec 17,10:41aDec 17,C27,2:59pDec 17,2:38pDec 17,~45~
36852,dfw,AA-400-DFW-JFK,2011-12-17 10:40 am,~~,C27,,~~,
36853,mytripandmore,AA-400-DFW-JFK,10:40aDec 17,10:41aDec 17,C27,2:59pDec 17,2:38pDec 17,~45~
36877,ord,AA-643-MIA-ORD,2011-12-17 7:10 AM,~~,D2,2011-12-17 9:35 AM,~~,H15
36897,weather,UA-843-LAX-ORD,2011-12-17 02:18 PM,~~,,2011-12-17 08:20 PM,~~,
36898,ord,UA-843-LAX-ORD,2011-12-17 2:18 PM,~~,75A,2011-12-17 8:20 PM,~~,C15
36919,weather,AA-4344-ORD-DTW,2011-12-17 11:45 AM,~~,,2011-12-17 02:00 PM,~~,
36920,ord,AA-4344-ORD-DTW,2011-12-17 11:45 AM,~~,G12,2011-12-17 2:00 PM,~~,D28
36923,ua,UA-257-JFK-SFO,Sat_ Dec 17 2:30 PM,Sat_ Dec 17 3:08 PM,~10~,Sat_ Dec 17 6:14 PM,Sat_ Dec 17 6:23 PM,~84~
36929,flightaware,UA-257-JFK-SFO,2011-12-17 02:30PM EST,2011-12-17 03:36PM EST,~10~,2011-12-17 05:29PM PST,2011-12-17 06:09PM PST,~84~
36930,wunderground,UA-257-JFK-SFO,2011-12-17 02:30PM EST,2011-12-17 03:36PM EST,~10~,2011-12-17 05:29PM PST,2011-12-17 06:09PM PST,~84~
36931,flights,UA-257-JFK-SFO,02:30 PM  Sat 17-Dec-2011,03:08 PM  Sat 17-Dec-2011,~10~,06:14 PM  Sat 17-Dec-2011,06:23 PM  Sat 17-Dec-2011,~84~
36932,businesstravellogue,UA-257-JFK-SFO,02:30 PM  Sat 17-Dec-2011,03:08 PM  Sat 17-Dec-2011,~10~,06:14 PM  Sat 17-Dec-2011,06:23 PM  Sat 17-Dec-2011,~84~
36933,flylouisville,UA-257-JFK-SFO,02:30 PM  Sat 17-Dec-2011,03:08 PM  Sat 17-Dec-2011,~10~,06:14 PM  Sat 17-Dec-2011,06:23 PM  Sat 17-Dec-2011,~84~
36937,flightview,UA-257-JFK-SFO,2:30 PM_ Dec 17,3:37 PM_ Dec 17,~10~,6:14 PM_ Dec 17,6:23 PM_ Dec 17,Terminal 3 - 84
36938,panynj,UA-257-JFK-SFO,2:30 PM_ Dec 17,3:37 PM_ Dec 17,~10~,6:14 PM_ Dec 17,6:23 PM_ Dec 17,Terminal 3 - 84
36940,foxbusiness,UA-257-JFK-SFO,2:30 PM_ Dec 17,3:37 PM_ Dec 17,~10~,6:14 PM_ Dec 17,6:23 PM_ Dec 17,Terminal 3 - 84
36941,allegiantair,UA-257-JFK-SFO,2:30 PM_ Dec 17,3:37 PM_ Dec 17,~10~,6:14 PM_ Dec 17,6:23 PM_ Dec 17,Terminal 3 - 84
36943,orbitz,UA-257-JFK-SFO,2:30pDec 17,3:08pDec 17,~10~,6:14pDec 17,6:23pDec 17,~84~
36944,weather,UA-257-JFK-SFO,2011-12-17 02:30 PM,~~,,2011-12-17 06:14 PM,~~,
36945,sfo,UA-257-JFK-SFO,,~~,,2011-12-17 6:14 PM,~~,~84~
36953,flights,AA-446-DFW-PHL,11:50 AM  Sat 17-Dec-2011,12:04 PM  Sat 17-Dec-2011,C37,03:50 PM  Sat 17-Dec-2011,03:57 PM  Sat 17-Dec-2011,~9~
36954,businesstravellogue,AA-446-DFW-PHL,11:50 AM  Sat 17-Dec-2011,12:04 PM  Sat 17-Dec-2011,C37,03:50 PM  Sat 17-Dec-2011,03:57 PM  Sat 17-Dec-2011,~9~
36955,flylouisville,AA-446-DFW-PHL,11:50 AM  Sat 17-Dec-2011,12:04 PM  Sat 17-Dec-2011,C37,03:50 PM  Sat 17-Dec-2011,03:57 PM  Sat 17-Dec-2011,~9~
36966,weather,AA-446-DFW-PHL,2011-12-17 11:50 AM,~~,,2011-12-17 03:50 PM,~~,
36967,dfw,AA-446-DFW-PHL,2011-12-17 11:50 am,~~,C37,,~~,
36968,phl,AA-446-DFW-PHL,,~~,,2011-12-17 3:50 PM,~~,A9
36969,usatoday,AA-446-DFW-PHL,2011-12-17 11:50 AM,~~,,2011-12-17 03:50 PM,~~,
36971,flightarrival,AA-446-DFW-PHL,2011-12-17 11:50 AM,~~,,2011-12-17 03:50 PM,~~,
36972,CO,~~CO-45-EWR-MIA~~,Sat._ Dec.17_ 2011 3:50 p.m.,Sat._ Dec.17_ 2011 3:48 p.m.,,Sat._ Dec.17_ 2011 6:57 p.m.,Sat._ Dec.17_ 2011 6:56 p.m.,
36973,airtravelcenter,~~CO-45-EWR-MIA~~,12/17/11 3:50 PM (-05:00),~~,,12/17/11 6:57 PM (-05:00),~~,
36974,myrateplan,~~CO-45-EWR-MIA~~,12/17/11 3:50 PM (-05:00),~~,,12/17/11 6:57 PM (-05:00),~~,
36975,helloflight,~~CO-45-EWR-MIA~~,12/17/11 3:50 PM (-05:00),~~,,12/17/11 6:57 PM (-05:00),~~,
36976,flytecomm,~~CO-45-EWR-MIA~~,12/17/11 3:50 PM (-05:00),~~,,12/17/11 6:57 PM (-05:00),~~,
36977,flightaware,~~CO-45-EWR-MIA~~,2011-12-17 03:50PM EST,2011-12-17 04:02PM EST,~112~,2011-12-17 06:47PM EST,2011-12-17 06:46PM EST,G19
36978,wunderground,~~CO-45-EWR-MIA~~,2011-12-17 03:50PM EST,2011-12-17 04:02PM EST,~112~,2011-12-17 06:47PM EST,2011-12-17 06:46PM EST,G19
36979,flights,~~CO-45-EWR-MIA~~,,2011-12-17 03:48 PM,~112~,,2011-12-17 06:56 PM,G19
36980,businesstravellogue,~~CO-45-EWR-MIA~~,,2011-12-17 03:48 PM,~112~,,2011-12-17 06:56 PM,G19
36981,flylouisville,~~CO-45-EWR-MIA~~,,2011-12-17 03:48 PM,~112~,,2011-12-17 06:56 PM,G19
36982,flightstats,~~CO-45-EWR-MIA~~,2011-12-17 3:50 PM,2011-12-17 3:48 PM,,2011-12-17 6:57 PM,2011-12-17 6:56 PM,
36983,quicktrip,~~CO-45-EWR-MIA~~,2011-12-17 3:50 PM,2011-12-17 3:48 PM,,2011-12-17 6:57 PM,2011-12-17 6:56 PM,
36984,flightview,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:56 PMDec 17,
36985,panynj,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:56 PMDec 17,
36986,gofox,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:56 PMDec 17,
36987,foxbusiness,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:56 PMDec 17,
36988,allegiantair,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:56 PMDec 17,
36989,boston,~~CO-45-EWR-MIA~~,,4:02 PMDec 17,,,6:47 PMDec 17,
36990,orbitz,~~CO-45-EWR-MIA~~,3:50pDec 17,3:48pDec 17,C112,6:57pDec 17,6:56pDec 17,G19
36991,flightwise,~~CO-45-EWR-MIA~~,2011-12-17 03:50PM EST,2011-12-17 04:02PM EST,~112~,2011-12-17 06:47PM EST,2011-12-17 06:46PM EST,G19
36999,flights,AA-3786-IAH-ORD,04:00 PM  Sat 17-Dec-2011,03:58 PM  Sat 17-Dec-2011,~29~,06:40 PM  Sat 17-Dec-2011,06:37 PM  Sat 17-Dec-2011,G7
37000,businesstravellogue,AA-3786-IAH-ORD,04:00 PM  Sat 17-Dec-2011,03:58 PM  Sat 17-Dec-2011,~29~,06:40 PM  Sat 17-Dec-2011,06:37 PM  Sat 17-Dec-2011,G7
37001,flylouisville,AA-3786-IAH-ORD,04:00 PM  Sat 17-Dec-2011,03:58 PM  Sat 17-Dec-2011,~29~,06:40 PM  Sat 17-Dec-2011,06:37 PM  Sat 17-Dec-2011,G7
37012,weather,AA-3786-IAH-ORD,2011-12-17 04:00 PM,~~,,2011-12-17 06:40 PM,~~,
37013,ord,AA-3786-IAH-ORD,2011-12-17 4:00 PM,~~,~29~,2011-12-17 6:40 PM,~~,G7
37015,aa,AA-1522-SFO-ORD,December 17_ 2011               11:55 PM,December 17_ 2011,~57~,December 18_ 2011               05:50 AM,December 18_ 2011,K13
37017,flightexplorer,AA-1522-SFO-ORD,12/17/2011 11:55PM PST,~~,,12/18/2011 5:50AM CST,~~,
37022,flightaware,AA-1522-SFO-ORD,2011-12-17 11:55PM PST,2011-12-17 12:04AM PST,~57~,2011-12-17 05:46AM CST,2011-12-17 05:50AM CST,H17
37023,wunderground,AA-1522-SFO-ORD,2011-12-17 11:55PM PST,2011-12-17 12:04AM PST,~57~,2011-12-17 05:46AM CST,2011-12-17 05:50AM CST,H17
37024,flights,AA-1522-SFO-ORD,11:55 PM  Sat 17-Dec-2011,~~,,05:50 AM  Sun 18-Dec-2011,~~,
37025,businesstravellogue,AA-1522-SFO-ORD,11:55 PM  Sat 17-Dec-2011,~~,,05:50 AM  Sun 18-Dec-2011,~~,
37026,flylouisville,AA-1522-SFO-ORD,11:55 PM  Sat 17-Dec-2011,~~,,05:50 AM  Sun 18-Dec-2011,~~,
37030,flightview,AA-1522-SFO-ORD,11:55 PM_ Dec 17,~~,Terminal 2 - 57,5:50 AM_ Dec 18,~~,Terminal 3 - K13
37031,panynj,AA-1522-SFO-ORD,11:55 PM_ Dec 17,~~,Terminal 2 - 57,5:50 AM_ Dec 18,~~,Terminal 3 - K13
37032,gofox,AA-1522-SFO-ORD,11:55 PM_ Dec 17,~~,,5:50 AM_ Dec 18,~~,
37033,foxbusiness,AA-1522-SFO-ORD,11:55 PM_ Dec 17,~~,Terminal 2 - 57,5:50 AM_ Dec 18,~~,Terminal 3 - K13
37034,allegiantair,AA-1522-SFO-ORD,11:55 PM_ Dec 17,~~,Terminal 2 - 57,5:50 AM_ Dec 18,~~,Terminal 3 - K13
37036,travelocity,AA-1522-SFO-ORD,Dec 17 - 11:55pm,Dec 17 - Not Available,~57~,Dec 18 - 5:50am,Dec 18 - Not Available,K13/T3
37037,orbitz,AA-1522-SFO-ORD,11:55pDec 17,~~,~57~,5:50aDec 18,~~,K13
37048,flights,AA-3859-IAH-ORD,07:10 AM  Sat 17-Dec-2011,07:07 AM  Sat 17-Dec-2011,~29~,09:40 AM  Sat 17-Dec-2011,10:33 AM  Sat 17-Dec-2011,G6B
37049,businesstravellogue,AA-3859-IAH-ORD,07:10 AM  Sat 17-Dec-2011,07:07 AM  Sat 17-Dec-2011,~29~,09:40 AM  Sat 17-Dec-2011,10:33 AM  Sat 17-Dec-2011,G6B
